,data-object,img
453,"{'objId': 30791, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, проспект Академика Сахарова, д. 26.9.2', 'objCommercNm': 'Жилой квартал ""Близкий""', 'objFloorMin': 26, 'objFloorMax': 26, 'objElemLivingCnt': 298, 'objReady100PercDt': '2020-12-16', 'objSquareLiving': 12700.66, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7908, 'longitude': 60.5027, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000712', 'pdId': 140026, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c4d7af04-0cce-43c8-8d3c-eb56eb234002
454,"{'objId': 33788, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, проспект Академика Сахарова, д. 26.7.3', 'objCommercNm': 'Жилой квартал ""Близкий""', 'objFloorMin': 23, 'objFloorMax': 23, 'objElemLivingCnt': 110, 'objReady100PercDt': '2020-12-17', 'objSquareLiving': 8705.33, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7894, 'longitude': 60.5033, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000773', 'pdId': 200633, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/7e82c475-7bb0-450c-8067-5c43f9663f26
455,"{'objId': 34638, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 11.2', 'objCommercNm': 'Жилой квартал «Eleven»', 'objFloorMin': 2, 'objFloorMax': 15, 'objElemLivingCnt': 446, 'objReady100PercDt': '2021-06-30', 'objSquareLiving': 15707.95, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7873, 'longitude': 60.4991, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000799', 'pdId': 262861, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/92e1e3d9-7168-479f-bf36-bb5de0b5faff
456,"{'objId': 34637, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 11.3', 'objCommercNm': 'Жилой квартал «Eleven»', 'objFloorMin': 2, 'objFloorMax': 15, 'objElemLivingCnt': 659, 'objReady100PercDt': '2021-04-06', 'objSquareLiving': 21120.06, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7875, 'longitude': 60.4991, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000800', 'pdId': 262979, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/a78667e1-ec15-4fcd-8026-abbccaad6f16
457,"{'objId': 35195, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 11.1', 'objCommercNm': 'Жилой квартал ""Eleven""', 'objFloorMin': 2, 'objFloorMax': 21, 'objElemLivingCnt': 464, 'objReady100PercDt': '2021-10-04', 'objSquareLiving': 16890.9, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7869, 'longitude': 60.4997, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000810', 'pdId': 275656, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/cf5269aa-15c3-4bee-a076-67a151b87d98
458,"{'objId': 35197, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 11.5', 'objCommercNm': 'Жилой квартал Eleven', 'objFloorMin': 2, 'objFloorMax': 26, 'objElemLivingCnt': 739, 'objReady100PercDt': '2021-11-30', 'objSquareLiving': 26495.9, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7853, 'longitude': 60.4999, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000812', 'pdId': 275734, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/a1db8b90-2c72-4998-b875-e5fa233cd4b3
459,"{'objId': 38710, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Академика Ландау, д. 11.7.1', 'objCommercNm': 'Жилой квартал Eleven', 'objFloorMin': 2, 'objFloorMax': 15, 'objElemLivingCnt': 416, 'objReady100PercDt': '2021-12-24', 'objSquareLiving': 16440.86, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.786, 'longitude': 60.4978, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000938', 'pdId': 419148, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/9f00ba23-7403-4e54-afdd-1901bea615fb
460,"{'objId': 35196, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 11.4', 'objCommercNm': 'Жилой квартал Eleven', 'objFloorMin': 2, 'objFloorMax': 32, 'objElemLivingCnt': 396, 'objReady100PercDt': '2021-12-10', 'objSquareLiving': 21002.52, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7869, 'longitude': 60.5006, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000811', 'pdId': 274139, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/bc54f9e5-0684-4e57-873f-dae95c597ece
461,"{'objId': 38255, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Академика Ландау, д. 11.8', 'objCommercNm': 'Жилой квартал Eleven', 'objFloorMin': 2, 'objFloorMax': 16, 'objElemLivingCnt': 354, 'objReady100PercDt': '2022-03-28', 'objSquareLiving': 13875.39, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7878, 'longitude': 60.4986, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000918', 'pdId': 406765, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/4d1cee88-6e16-4d20-b935-b1a3136df051
462,"{'objId': 38160, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Академика Ландау, д. 11.6', 'objCommercNm': 'Жилой квартал Eleven', 'objFloorMin': 2, 'objFloorMax': 21, 'objElemLivingCnt': 464, 'objReady100PercDt': '2022-03-24', 'objSquareLiving': 17219.4, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7869, 'longitude': 60.4964, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000908', 'pdId': 401494, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/f223a643-0dcc-4c6f-819d-18a5b94ee7dd
463,"{'objId': 43069, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Ландау, д. 16.2.1', 'objCommercNm': 'КВАРТАЛЫ КОНСТРУКТИВИЗМА', 'objFloorMin': 6, 'objFloorMax': 11, 'objElemLivingCnt': 268, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 12203.59, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7836, 'longitude': 60.4988, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001060', 'pdId': 509639, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/7baa7459-5330-4dd3-8de9-b75437f07cae
464,"{'objId': 43051, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 12.2', 'objCommercNm': 'Жилой квартал Олимпика', 'objFloorMin': 2, 'objFloorMax': 15, 'objElemLivingCnt': 446, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 15985.61, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7818, 'longitude': 60.5094, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001057', 'pdId': 506924, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/da8e5ed4-f898-4ba6-9692-e506996d3266
465,"{'objId': 43432, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 12.7.1', 'objCommercNm': 'Жилой квартал Олимпика', 'objFloorMin': 2, 'objFloorMax': 15, 'objElemLivingCnt': 416, 'objReady100PercDt': '2023-09-30', 'objSquareLiving': 16704.39, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7801, 'longitude': 60.5119, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001074', 'pdId': 524124, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/3ba06e08-14f9-47e1-af69-93413a2d0d49
466,"{'objId': 30790, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, проспект Академика Сахарова, д. 26.9.3', 'objCommercNm': 'Жилой квартал ""Близкий""', 'objFloorMin': 26, 'objFloorMax': 26, 'objElemLivingCnt': 264, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 13591.8, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7904, 'longitude': 60.502, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000711', 'pdId': 140314, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/ef97645b-3178-4777-a081-eaba7532d986
467,"{'objId': 43429, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Ландау, д. 16.4.1', 'objCommercNm': 'КВАРТАЛЫ КОНСТРУКТИВИЗМА', 'objFloorMin': 10, 'objFloorMax': 11, 'objElemLivingCnt': 105, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 4708.89, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7835, 'longitude': 60.499, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001073', 'pdId': 524120, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/3974c5d5-959a-4106-89db-c2b49fe5266b
468,"{'objId': 44741, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 12.5', 'objCommercNm': 'Жилой квартал Олимпика', 'objFloorMin': 1, 'objFloorMax': 24, 'objElemLivingCnt': 332, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 20414.53, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7795, 'longitude': 60.5132, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001111', 'pdId': 550957, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/ad548965-ff15-4764-84a1-7a2ed496622e
469,"{'objId': 38712, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Академика Ландау, д. 11.9', 'objCommercNm': 'Жилой квартал Eleven', 'objFloorMin': 2, 'objFloorMax': 33, 'objElemLivingCnt': 835, 'objReady100PercDt': '2023-06-30', 'objSquareLiving': 41599.37, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7838, 'longitude': 60.5026, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000932', 'pdId': 417346, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/472912d4-d74e-41a6-aa5f-574bf54b87f2
470,"{'objId': 47808, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, д. 12.8', 'objFloorMin': 10, 'objFloorMax': 16, 'objElemLivingCnt': 358, 'objReady100PercDt': '2024-03-31', 'objSquareLiving': 13956.2, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7799, 'longitude': 60.5082, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001255', 'pdId': 629532, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/77ef3ad8-42a2-496d-ae01-567c2e233cc5
471,"{'objId': 43067, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Ландау, д. 16.3', 'objCommercNm': 'КВАРТАЛЫ КОНСТРУКТИВИЗМА', 'objFloorMin': 10, 'objFloorMax': 11, 'objElemLivingCnt': 383, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 17043.15, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7847, 'longitude': 60.4968, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001059', 'pdId': 513894, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/7a97aeeb-682a-4b81-9d2a-e6347ddb306d
472,"{'objId': 43863, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 12.4', 'objCommercNm': 'Жилой квартал Олимпика', 'objFloorMin': 1, 'objFloorMax': 24, 'objElemLivingCnt': 336, 'objReady100PercDt': '2023-09-30', 'objSquareLiving': 20613.67, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7806, 'longitude': 60.5114, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001086', 'pdId': 532932, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/bb932b99-aa7e-4f1f-8845-ced39ca71911
473,"{'objId': 43837, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 12.1', 'objCommercNm': 'Жилой квартал Олимпика', 'objFloorMin': 1, 'objFloorMax': 32, 'objElemLivingCnt': 392, 'objReady100PercDt': '2024-03-31', 'objSquareLiving': 21938.32, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7833, 'longitude': 60.5065, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001084', 'pdId': 532389, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/eb6daaa5-7aae-4e8e-ae7e-a463494b2243
474,"{'objId': 43114, 'developer': {'devId': 2260, 'shortName': 'СЗ РСГ-АКАДЕМИЧЕСКОЕ', 'fullName': 'СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК РЕГИОНАЛЬНАЯ СТРОИТЕЛЬНАЯ ГРУППА-АКАДЕМИЧЕСКОЕ', 'groupName': 'КОРТРОС', 'orgForm': {'id': 1, 'fullForm': 'Акционерное общество', 'shortForm': 'АО'}, 'companyGroup': 5654, 'devInn': '6658328507'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Академика Парина, д. 12.3', 'objCommercNm': 'Жилой квартал Олимпика', 'objFloorMin': 2, 'objFloorMax': 15, 'objElemLivingCnt': 659, 'objReady100PercDt': '2023-03-31', 'objSquareLiving': 21158.21, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7823, 'longitude': 60.5084, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001063', 'pdId': 508941, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/48d43f3f-77ca-4cae-b4ac-caef3518320f
